commentId,postId,message,created_time,likeCount,text_clean,text_len,created_dt
1329006425368704_1061400712581505,809004609121697_1329006425368704,Em yêu khoa lắm ạ,2025-06-17T03:39:25.000Z,1,em yêu khoa lắm ạ,17,2025-06-17 03:39:25+00:00
1329006425368704_2118705345275503,809004609121697_1329006425368704,"Đúng, k vào đây thì vào đâu nữa cơ chứ 😤",2025-06-17T03:51:12.000Z,3,"đúng, k vào đây thì vào đâu nữa cơ chứ 😤",40,2025-06-17 03:51:12+00:00
1321964079406272_704017002245149,809004609121697_1321964079406272,Điêu Tuấn Phong cap này dẫn hẳn đội vào Chung kết thì LCH trưởng Thu Hương có thưởng gì không ạ 😁,2025-06-08T13:40:37.000Z,2,điêu tuấn phong cap này dẫn hẳn đội vào chung kết thì lch trưởng thu hương có thưởng gì không ạ 😁,97,2025-06-08 13:40:37+00:00
1321964079406272_1062420715840531,809004609121697_1321964079406272,mùa sau sẽ là mùa của chúng ta,2025-06-08T14:31:11.000Z,1,mùa sau sẽ là mùa của chúng ta,30,2025-06-08 14:31:11+00:00
1321964079406272_1216553116641130,809004609121697_1321964079406272,"🙈Khối nghỉ hè đã sẵn sàng đi làm phát triển bản thân chưaaaa???\n🌿JOB dành riêng cho các bạn 2k8-2k9-2k10-2k6-2k5 ( học sinh-sinh viên tại địa bàn Hà Nội - làm việc trực tiếp tại văn phòng )\n🙋🏼‍♀️ Quyền lợi \n- Ngồi văn phòng điều hoà 24h \n- Làm quen và giao lưu cuộc sống với các anh chị học Đại học \n- Học hỏi thêm kỹ năng mềm : đứng bục thuyết trình, làm việc nhóm, tăng khả năng giao tiếp, \n- Tham gia các buổi bonding, trại hè…\n- Với sinh viên thì sẽ được hỗ trợ xin dấu thực tập \n🙅🏻‍♀️KHÔNG YÊU CẦU KINH NGHIỆM \n💰Lương: 1tr5-2tr5( lương cứng + lương % doanh số)\n📍Địa chỉ: \nCơ sở 1: Số 3 ngõ 3 Phạm Tuấn Tài, Cầu Giấy\nCơ sở 2 : Số 1188 Đường tỉnh lộ 420, Xã Đình Yên, Huyện Thạch Thất, Thành phố Hà Nội\n☎️ IB CHỊ NHẬN JOB NHÉ",2025-06-10T03:47:42.000Z,1,"🙈khối nghỉ hè đã sẵn sàng đi làm phát triển bản thân chưaa??\n🌿job dành riêng cho các bạn 2k8-2k9-2k10-2k6-2k5 ( học sinh-sinh viên tại địa bàn hà nội - làm việc trực tiếp tại văn phòng )\n🙋🏼‍♀️ quyền lợi \n- ngồi văn phòng điều hoà 24h \n- làm quen và giao lưu cuộc sống với các anh chị học đại học \n- học hỏi thêm kỹ năng mềm : đứng bục thuyết trình, làm việc nhóm, tăng khả năng giao tiếp, \n- tham gia các buổi bonding, trại hè…\n- với sinh viên thì sẽ được hỗ trợ xin dấu thực tập \n🙅🏻‍♀️không yêu cầu kinh nghiệm \n💰lương: 1tr5-2tr5( lương cứng + lương % doanh số)\n📍địa chỉ: \ncơ sở 1: số 3 ngõ 3 phạm tuấn tài, cầu giấy\ncơ sở 2 : số 1188 đường tỉnh lộ 420, xã đình yên, huyện thạch thất, thành phố hà nội\n☎️ ib chị nhận job nhé",738,2025-06-10 03:47:42+00:00
1316245356644811_1422676822251454,809004609121697_1316245356644811,Gia Bảo gà thế,2025-06-03T16:09:33.000Z,0,gia bảo gà thế,14,2025-06-03 16:09:33+00:00
1316245356644811_1260548365646858,809004609121697_1316245356644811,Minhduy Ngo mặt biểu cảm vậy ông,2025-06-01T13:14:29.000Z,1,minhduy ngo mặt biểu cảm vậy ông,32,2025-06-01 13:14:29+00:00
1312795823656431_723876296834532,809004609121697_1312795823656431,Chúc mừng các thầy cô Khoa mình ạ! 💐,2025-05-28T09:22:46.000Z,0,chúc mừng các thầy cô khoa mình ạ! 💐,36,2025-05-28 09:22:46+00:00
1311928603743153_702329422345438,809004609121697_1311928603743153,Phạm Minh Hoàn Phạm Giang Nghe xong thi triết là đẹp nhỉ 🐧 ?,2025-05-27T11:10:18.000Z,0,phạm minh hoàn phạm giang nghe xong thi triết là đẹp nhỉ 🐧 ?,60,2025-05-27 11:10:18+00:00
1311335910469089_1313684527426801,809004609121697_1311335910469089,"ảnh đẹp trai, cổ xinh gái họ siu giỏi và họ là tiền bối cụa tui",2025-05-26T13:56:54.000Z,0,"ảnh đẹp trai, cổ xinh gái họ siu giỏi và họ là tiền bối cụa tui",63,2025-05-26 13:56:54+00:00
1311335910469089_705626425541052,809004609121697_1311335910469089,anh chị í siêu đỉnh 😘,2025-05-26T13:55:30.000Z,0,anh chị í siêu đỉnh :love:,26,2025-05-26 13:55:30+00:00
1311335910469089_966469975409221,809004609121697_1311335910469089,Vào ITDE ngay thôi,2025-05-26T13:35:57.000Z,0,vào itde ngay thôi,18,2025-05-26 13:35:57+00:00
1311335910469089_660696943393637,809004609121697_1311335910469089,Hà Hải Nam full nguyện vọng vào CNTT&KTS được ko anh 😆,2025-05-26T13:51:01.000Z,0,hà hải nam full nguyện vọng vào cntt&kts được ko anh :haha:,59,2025-05-26 13:51:01+00:00
1311335910469089_725533836706581,809004609121697_1311335910469089,xin vía bằng xuất sắc chị iu ưi Lan Ánh,2025-05-26T14:07:33.000Z,0,xin vía bằng xuất sắc chị iu ưi lan ánh,39,2025-05-26 14:07:33+00:00
1311335910469089_553682221144444,809004609121697_1311335910469089,Yêu chị Nguyễn Thanh🙄❤️,2025-05-26T14:01:34.000Z,0,yêu chị nguyễn thanh🙄 :love:,28,2025-05-26 14:01:34+00:00
1311335910469089_1831915030704577,809004609121697_1311335910469089,Ngành công nghệ và đổi mới sáng tạo tại đây nha https://tuyensinh.girc.edu.vn/,2025-05-26T16:44:39.000Z,0,ngành công nghệ và đổi mới sáng tạo tại đây nha,47,2025-05-26 16:44:39+00:00
1311015793834434_1232082298574219,809004609121697_1311015793834434,Khoa mình đây mà ạ 🥹🥹🥹,2025-05-26T06:41:56.000Z,2,khoa mình đây mà ạ 🥹🥹,21,2025-05-26 06:41:56+00:00
1306564350946245_1524060332109698,809004609121697_1306564350946245,Nhớ quá 🥺💗,2025-05-20T14:37:48.000Z,0,nhớ quá 🥺💗,10,2025-05-20 14:37:48+00:00
1306564350946245_1031790215207280,809004609121697_1306564350946245,Lụy prom quá chờiiiii,2025-05-21T04:19:27.000Z,0,lụy prom quá chờii,18,2025-05-21 04:19:27+00:00
1306564350946245_1421018605920785,809004609121697_1306564350946245,Thành công quá ạaa🔥,2025-05-20T14:28:31.000Z,0,thành công quá ạaa🔥,19,2025-05-20 14:28:31+00:00
1306564350946245_1221266702705767,809004609121697_1306564350946245,Luỵ prom quá ạ 🥹,2025-05-20T14:42:58.000Z,0,luỵ prom quá ạ 🥹,16,2025-05-20 14:42:58+00:00
1306564350946245_674349235373943,809004609121697_1306564350946245,Cho 1 vé về lại tối đó 💗,2025-05-20T14:35:38.000Z,0,cho 1 vé về lại tối đó 💗,24,2025-05-20 14:35:38+00:00
1306564350946245_971548265054150,809004609121697_1306564350946245,LCH tôi yêuuuuu,2025-05-20T17:34:29.000Z,0,lch tôi yêuu,12,2025-05-20 17:34:29+00:00
1306564350946245_685052327576566,809004609121697_1306564350946245,dù về muộn nhưng vẫn kịp ăn teabreak 👌,2025-05-20T15:35:17.000Z,0,dù về muộn nhưng vẫn kịp ăn teabreak 👌,38,2025-05-20 15:35:17+00:00
1306564350946245_1395977888120705,809004609121697_1306564350946245,Toàn tinh tú thế ITDE ơi,2025-05-20T15:56:20.000Z,1,toàn tinh tú thế itde ơi,24,2025-05-20 15:56:20+00:00
1306564350946245_1010600151206888,809004609121697_1306564350946245,Em xin cảm ơn tới các thầy cô trong Khoa vẫn luôn tạo điều kiện và ủng hộ để Liên chi Hội phát triển mạnh mẽ như ngày hôm nay🥰🥰🥰,2025-05-20T14:22:59.000Z,3,em xin cảm ơn tới các thầy cô trong khoa vẫn luôn tạo điều kiện và ủng hộ để liên chi hội phát triển mạnh mẽ như ngày hôm nay🥰🥰,127,2025-05-20 14:22:59+00:00
1306564350946245_712670781123658,809004609121697_1306564350946245,Rực rỡ vô cùngggg 🫶🏻✨,2025-05-20T14:39:11.000Z,0,rực rỡ vô cùngg 🫶🏻✨,19,2025-05-20 14:39:11+00:00
1306564350946245_1226982845557782,809004609121697_1306564350946245,tuyệt vời ạ🥰🥰,2025-05-20T14:32:06.000Z,0,tuyệt vời ạ🥰🥰,13,2025-05-20 14:32:06+00:00
1306564350946245_1012668617681127,809004609121697_1306564350946245,thiếu toi nên toi bùn😭,2025-05-20T15:00:08.000Z,0,thiếu toi nên toi bùn :sad:,27,2025-05-20 15:00:08+00:00
1306564350946245_718365337528424,809004609121697_1306564350946245,Tuyển nhân sự cho quán cafe,2025-05-21T14:46:22.000Z,0,tuyển nhân sự cho quán cafe,27,2025-05-21 14:46:22+00:00
1306155320987148_1033961578230151,809004609121697_1306155320987148,"BIT chúng em xin chân thành cảm ơn sự quan tâm, sự đồng hành và hỗ trợ từ các thầy cô, nhờ đó mà chúng em ngày càng xây dựng BIT vững mạnh và phát triển hơn ạ 🌸❤️❤️",2025-05-20T01:44:50.000Z,3,"bit chúng em xin chân thành cảm ơn sự quan tâm, sự đồng hành và hỗ trợ từ các thầy cô, nhờ đó mà chúng em ngày càng xây dựng bit vững mạnh và phát triển hơn ạ 🌸 :love: :love:",174,2025-05-20 01:44:50+00:00
1304957211106959_991568559817937,809004609121697_1304957211106959,mới học cơ sở lập trình bon chen đc chx ạ🥹,2025-05-18T13:29:22.000Z,2,mới học cơ sở lập trình bon chen đc chx ạ🥹,42,2025-05-18 13:29:22+00:00
1304957211106959_1334204934546057,809004609121697_1304957211106959,Ngân Phạm oánh giải nè,2025-05-19T12:25:51.000Z,0,ngân phạm oánh giải nè,22,2025-05-19 12:25:51+00:00
1304957211106959_1475653733593308,809004609121697_1304957211106959,Đạt Nguyễn Nguyễn Linh Chi 2 bạn này tự tin giựt giải Nhất page ạ,2025-05-18T14:01:32.000Z,1,đạt nguyễn nguyễn linh chi 2 bạn này tự tin giựt giải nhất page ạ,65,2025-05-18 14:01:32+00:00
1304957211106959_1452649992648184,809004609121697_1304957211106959,Pham Hieu :v,2025-05-18T13:05:42.000Z,1,pham hieu :v,12,2025-05-18 13:05:42+00:00
1302640021338678_1363917991421030,809004609121697_1302640021338678,mê quá iii,2025-05-15T14:08:55.000Z,0,mê quá ii,9,2025-05-15 14:08:55+00:00
1302640021338678_4098446213727422,809004609121697_1302640021338678,mấy ac nì giỏi 😍,2025-05-15T14:08:47.000Z,0,mấy ac nì giỏi :love:,21,2025-05-15 14:08:47+00:00
1302640021338678_701707322804229,809004609121697_1302640021338678,Lê Hoàng NhuQuỳnh RyPham Ha Thu Ngân Phạmthích thế năm sau t làm với,2025-05-15T13:27:34.000Z,1,lê hoàng nhuquỳnh rypham ha thu ngân phạmthích thế năm sau t làm với,68,2025-05-15 13:27:34+00:00
1300426288226718_1700544823940470,809004609121697_1300426288226718,Các đội thi quá xuất sắc🔥,2025-05-12T13:02:43.000Z,0,các đội thi quá xuất sắc🔥,25,2025-05-12 13:02:43+00:00
1300426288226718_3210023272481666,809004609121697_1300426288226718,quá xịn xò,2025-05-12T13:31:34.000Z,0,quá xịn xò,10,2025-05-12 13:31:34+00:00
1300426288226718_1217659183152205,809004609121697_1300426288226718,Quá đỉnkkkk,2025-05-12T12:55:07.000Z,1,quá đỉnkk,9,2025-05-12 12:55:07+00:00
1300426288226718_1199428801454523,809004609121697_1300426288226718,xin vía xin vía,2025-05-12T13:31:29.000Z,0,xin vía xin vía,15,2025-05-12 13:31:29+00:00
1300426288226718_1511519166900092,809004609121697_1300426288226718,ai cần mẫu giựt giựt k ạ,2025-05-12T13:31:42.000Z,1,ai cần mẫu giựt giựt k ạ,24,2025-05-12 13:31:42+00:00
1298394445096569_1419003815770849,809004609121697_1298394445096569,các đội đỉnh quá,2025-05-10T07:16:34.000Z,0,các đội đỉnh quá,16,2025-05-10 07:16:34+00:00
1298394445096569_704647192058963,809004609121697_1298394445096569,mê quá 🤩,2025-05-10T08:02:28.000Z,1,mê quá 🤩,8,2025-05-10 08:02:28+00:00
1298394445096569_1578231699537579,809004609121697_1298394445096569,Giỏi quá 🥳,2025-05-10T07:14:44.000Z,0,giỏi quá 🥳,10,2025-05-10 07:14:44+00:00
1298394445096569_3519564761513675,809004609121697_1298394445096569,Đỉnh quá ạa,2025-05-10T07:20:09.000Z,1,đỉnh quá ạa,11,2025-05-10 07:20:09+00:00
1298394445096569_673072368987038,809004609121697_1298394445096569,Wa đỉnkkk,2025-05-10T07:13:52.000Z,0,wa đỉnkk,8,2025-05-10 07:13:52+00:00
1297412188528128_559937993430724,809004609121697_1297412188528128,Hónggg quéee 🥳🥳,2025-05-09T02:56:29.000Z,0,hóngg quéee 🥳🥳,14,2025-05-09 02:56:29+00:00
1297412188528128_590730847360792,809004609121697_1297412188528128,chờ mãi rùi 😍,2025-05-09T03:14:36.000Z,0,chờ mãi rùi :love:,18,2025-05-09 03:14:36+00:00
1295392362063444_1346950026579461,809004609121697_1295392362063444,Quang Huy lấy giải bao bân,2025-05-06T13:08:36.000Z,0,quang huy lấy giải bao bân,26,2025-05-06 13:08:36+00:00
1295392362063444_722399016809324,809004609121697_1295392362063444,Khánh HoàNguyễn Thùy Dương tuyệt đối điện ảnh,2025-05-06T13:01:23.000Z,0,khánh hoànguyễn thùy dương tuyệt đối điện ảnh,45,2025-05-06 13:01:23+00:00
1295392362063444_1208236857647357,809004609121697_1295392362063444,Thaonhi Nguyen nhìn người bạn tệ đi,2025-05-06T13:03:39.000Z,2,thaonhi nguyen nhìn người bạn tệ đi,35,2025-05-06 13:03:39+00:00
1295037015432312_23936193136012423,809004609121697_1295037015432312,Trời ơi đỉnh thật chớ 🫶,2025-05-06T08:40:35.000Z,0,trời ơi đỉnh thật chớ 🫶,23,2025-05-06 08:40:35+00:00
1295037015432312_1739722963290112,809004609121697_1295037015432312,Đặng Tuấn Nam đâu cx gặp,2025-05-06T10:27:30.000Z,0,đặng tuấn nam đâu cx gặp,24,2025-05-06 10:27:30+00:00
1295037015432312_704277528847483,809004609121697_1295037015432312,Điêu Tuấn Phong oách vậy đệ,2025-05-06T02:31:06.000Z,0,điêu tuấn phong oách vậy đệ,27,2025-05-06 02:31:06+00:00
1295037015432312_2147821935664642,809004609121697_1295037015432312,Đặng Tuấn Nam húp,2025-05-06T08:35:52.000Z,0,đặng tuấn nam húp,17,2025-05-06 08:35:52+00:00
1295037015432312_2669725196552094,809004609121697_1295037015432312,Trang Xuân đây r bài riêng đây r c,2025-05-06T02:31:39.000Z,1,trang xuân đây r bài riêng đây r c,34,2025-05-06 02:31:39+00:00
1295037015432312_1371895407453453,809004609121697_1295037015432312,Đặng Tuấn Nam đẳng cấp luôn e ơi,2025-05-06T09:17:28.000Z,0,đặng tuấn nam đẳng cấp luôn e ơi,32,2025-05-06 09:17:28+00:00
1295037015432312_678607728456934,809004609121697_1295037015432312,Đặng Tuấn Nam sếp ạ,2025-05-06T06:42:22.000Z,2,đặng tuấn nam sếp ạ,19,2025-05-06 06:42:22+00:00
1295037015432312_1214149360178957,809004609121697_1295037015432312,Đặng Tuấn Nam lần này phải giải cao hơn lần trước chứ nhỉe,2025-05-06T11:21:14.000Z,0,đặng tuấn nam lần này phải giải cao hơn lần trước chứ nhỉe,58,2025-05-06 11:21:14+00:00
1295037015432312_1365807904629091,809004609121697_1295037015432312,Hương Thu sếp,2025-05-06T02:31:18.000Z,1,hương thu sếp,13,2025-05-06 02:31:18+00:00
1295037015432312_1415812539609613,809004609121697_1295037015432312,Trang Xuân top 1,2025-05-06T12:24:09.000Z,0,trang xuân top 1,16,2025-05-06 12:24:09+00:00
1294614055474608_1819103278872382,809004609121697_1294614055474608,"ơ sao 5 đội này lại đăng chung mà không được bài riêng để tỏa sáng như đội trước nhỉ, không biết có sự ""cơ cấu"" nào không nhỉ",2025-05-05T14:40:53.000Z,3,"ơ sao 5 đội này lại đăng chung mà không được bài riêng để tỏa sáng như đội trước nhỉ, không biết có sự ""cơ cấu"" nào không nhỉ",125,2025-05-05 14:40:53+00:00
1294614055474608_1773937206489304,809004609121697_1294614055474608,"Pham Van Anh ơi tôi muốn có bài riêng, cũng muốn solgan:(((((((((",2025-05-05T14:47:04.000Z,2,"pham van anh ơi tôi muốn có bài riêng, cũng muốn solgan:((",58,2025-05-05 14:47:04+00:00
1294199715516042_1611055079556568,809004609121697_1294199715516042,Dạ,2025-05-05T05:08:52.000Z,7,dạ,2,2025-05-05 05:08:52+00:00
1294199715516042_1207450457235874,809004609121697_1294199715516042,ơ 5 đội còn lại đâu ạ,2025-05-05T04:25:46.000Z,1,ơ 5 đội còn lại đâu ạ,21,2025-05-05 04:25:46+00:00
1294199715516042_4109639539255995,809004609121697_1294199715516042,Chị Khanh Vu said: ” năm nay là năm chiến thắng🏆”,2025-05-05T02:41:37.000Z,1,chị khanh vu said: ” năm nay là năm chiến thắng🏆”,49,2025-05-05 02:41:37+00:00
1294199715516042_1042951384415303,809004609121697_1294199715516042,Đỉnh nóc kịch trần luôn chứ lị 🥳🥳,2025-05-05T02:34:48.000Z,1,đỉnh nóc kịch trần luôn chứ lị 🥳🥳,33,2025-05-05 02:34:48+00:00
1294199715516042_647943818233916,809004609121697_1294199715516042,Đã quá pepsi ơiiii,2025-05-05T02:43:08.000Z,1,đã quá pepsi ơii,16,2025-05-05 02:43:08+00:00
1294199715516042_592420973195521,809004609121697_1294199715516042,K vô địch k chị em gì nhé 😤,2025-05-05T02:45:27.000Z,6,k vô địch k chị em gì nhé 😤,27,2025-05-05 02:45:27+00:00
1294199715516042_2061456367678348,809004609121697_1294199715516042,Khanh Vu em phụ trách làm visual hả,2025-05-05T07:36:31.000Z,0,khanh vu em phụ trách làm visual hả,35,2025-05-05 07:36:31+00:00
1294199715516042_1748720569072647,809004609121697_1294199715516042,Nghe đồn Khanh Vu đến xem Á quân là ai 💅💃🏻🫦,2025-05-05T02:36:06.000Z,3,nghe đồn khanh vu đến xem á quân là ai 💅💃🏻🫦,43,2025-05-05 02:36:06+00:00
1294199715516042_2458643947809944,809004609121697_1294199715516042,Ra đường em nể mỗi chị Chét Si Ca Khanh Vu,2025-05-05T02:43:41.000Z,1,ra đường em nể mỗi chị chét si ca khanh vu,42,2025-05-05 02:43:41+00:00
1294199715516042_2121492818362576,809004609121697_1294199715516042,Minhkhoa Do ghê thế,2025-05-05T05:05:04.000Z,0,minhkhoa do ghê thế,19,2025-05-05 05:05:04+00:00
1294199715516042_1393575148341690,809004609121697_1294199715516042,Ninh Hải Nam Viet Anh A-anh Long,2025-05-05T03:09:20.000Z,2,ninh hải nam viet anh a-anh long,32,2025-05-05 03:09:20+00:00
1294199715516042_1897978620965435,809004609121697_1294199715516042,Viet Anh lord,2025-05-05T04:32:33.000Z,2,viet anh lord,13,2025-05-05 04:32:33+00:00
1294199715516042_1662782297681877,809004609121697_1294199715516042,Ninh Hải Nam orz,2025-05-05T04:32:09.000Z,1,ninh hải nam orz,16,2025-05-05 04:32:09+00:00
1292113912391289_534345399542858,809004609121697_1292113912391289,10 điểm không có nhưng,2025-05-02T14:03:31.000Z,0,10 điểm không có nhưng,22,2025-05-02 14:03:31+00:00
1292113912391289_1684304015785377,809004609121697_1292113912391289,15 năm - một hành trình thật đẹp và ý nghĩa. Tự hào là một phần của đại gia đình BIT!,2025-05-02T14:04:14.000Z,1,15 năm - một hành trình thật đẹp và ý nghĩa. tự hào là một phần của đại gia đình bit!,85,2025-05-02 14:04:14+00:00
1292113912391289_1729463344674389,809004609121697_1292113912391289,Chúc mừng BIT 🎉🎉🎉,2025-05-02T15:11:14.000Z,0,chúc mừng bit 🎉🎉,16,2025-05-02 15:11:14+00:00
1292113912391289_643005248571551,809004609121697_1292113912391289,Mê mể mề mê,2025-05-02T14:03:25.000Z,0,mê mể mề mê,11,2025-05-02 14:03:25+00:00
1292113912391289_1028919342536292,809004609121697_1292113912391289,Nhớ quá ạ 🫶🏻,2025-05-02T16:15:05.000Z,0,nhớ quá ạ 🫶🏻,12,2025-05-02 16:15:05+00:00
